U/M,YearMonth,Year,Month,Qty,Sales Price,Field,Fertilizer
gal,2023-04,2023,4,10,29.5944,GL-RANCH,TEP-WORKS ORGANIC (TEP-WORKS ORGANIC)
gal,2023-04,2023,4,10,189.696,TERK,COBALT Blue Gold (COBALT Blue Gold)
gal,2023-04,2023,4,10.21875,25.422,SP50,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,10.28906,11.4,SP50,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,10.28906,21.09,SP50,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,10.78125,11.4,BYRD,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,10.78125,11.4,JK,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,10.89063,29.355,BRS-250,Integrity Micro Bloom + Boron 5 (Integrity Micro Bloom + Boron 5)
gal,2023-04,2023,4,11.34375,29.355,TERK,Integrity Micro Bloom + Boron 5 (Integrity Micro Bloom + Boron 5)
gal,2023-04,2023,4,11.38281,25.422,SP50,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,11.42969,21.09,SP50,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,11.51563,29.355,MCA,Integrity Micro Bloom + Boron 5 (Integrity Micro Bloom + Boron 5)
gal,2023-04,2023,4,11.67969,11.4,DAF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,11.67969,11.4,TOP,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,11.71875,17.6814,SP50,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,12,11.4,RCH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,12,21.09,RCH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,12,25.422,RCH,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,12.5,11.4,SP50,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,12.57813,11.4,REYES,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,13.2343,29.355,BI-1,Integrity Micro Bloom + Boron 5 (Integrity Micro Bloom + Boron 5)
gal,2023-04,2023,4,13.28906,25.422,BYRD,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,13.28906,25.422,DAF,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,13.28906,25.422,TOP,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,13.375,11.4,BYRD,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,13.375,11.4,DAF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,13.375,11.4,TOP,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,13.375,21.09,BYRD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,13.375,21.09,DAF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,13.375,21.09,TOP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,13.5,17.6814,DAF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,13.65625,25.422,BYRD,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,13.65625,25.422,JK,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,13.71094,21.09,BYRD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,13.71094,21.09,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,14.79688,25.422,DAF,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,14.79688,25.422,TOP,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,14.85938,21.09,TOP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,15,11.4,BALBOA,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,15,21.09,BALBOA,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,15,25.42,BALBOA,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,15.17969,29.355,505 SOUTH,Integrity Micro Bloom + Boron 5 (Integrity Micro Bloom + Boron 5)
gal,2023-04,2023,4,15.21094,21.09,DAF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,15.23438,17.6814,BYRD,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,15.23438,17.6814,TOP,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,15.92969,25.422,REYES,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,16,7.353,JBW,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2023-04,2023,4,16,21.09,REYES,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,16.17188,11.4,C & H 3,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,16.25,11.4,BYRD,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,16.25,11.4,TOP,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,17.5,17.6814,GL-RANCH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,17.96875,11.4,BRS-250,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,18.39844,25.422,C & H 3,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,18.51563,11.4,C & H 3,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,18.51563,21.09,C & H 3,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,19.5,17.6814,BRU-2A,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,20.48438,25.422,C & H 3,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,20.57031,21.09,C & H 3,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,20.9375,27.36,DNW,CoBorMoly (INTEGRITY Z 5-0-0)
gal,2023-04,2023,4,21,11.4,JK,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,21,17.6814,GOLF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,21.27344,17.6814,C & H 3,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,22.5,11.4,C & H 3,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,22.75781,25.422,BRS-250,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,22.85156,21.09,BRS-250,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,24,6.384,C & H 2,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,24.36719,17.6814,BRS-250,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,26,6.384,MAZZ-HOME,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,26,11.4,BRS-250,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,26.40625,17.6814,MCA,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,27,11.4,DAF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,27.5,11.4,MCA,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,30,6.384,GL-RANCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,32,6.384,WFP - DAWLEY,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,33,17.6814,BI-1,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,33.98438,17.6814,505 SOUTH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,36.25,11.4,505 SOUTH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,39,11.4,BRU-2A,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,39,21.09,BRU-2A,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,39,25.422,BRU-2A,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,39.42188,11.4,BC-W,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,40,3.4656,GL-RANCH,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-04,2023,4,40,6.384,DAF 2,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,42,11.4,GOLF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,45,11.4,GOLF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,45,17.6814,KF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,45,21.09,GOLF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,45,25.422,GOLF,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,46.875,17.6814,DNW,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,50,11.4,DNW,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,50,12.5058,GOLFP,FUSION KEEL (FUSION KEEL)
gal,2023-04,2023,4,50.0625,25.422,BC-W,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,50.27344,21.09,BC-W,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,52.10938,11.4,505 SOUTH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,52.5,29.355,FI,Integrity Micro Bloom + Boron 5 (Integrity Micro Bloom + Boron 5)
gal,2023-04,2023,4,52.98438,25.422,505 SOUTH,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,60,6.384,RCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,66,11.4,BI-1,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,66,21.09,BI-1,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,66,25.422,BI-1,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,66.27344,21.09,505 SOUTH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,68,17.6814,TERK,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,70,6.384,GOOD,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,70,6.384,REYES,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,73,12.5058,KF,FUSION KEEL (FUSION KEEL)
gal,2023-04,2023,4,80,6.384,GL-RANCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,80,6.384,JK,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,85,3.4656,GB-40,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-04,2023,4,99,11.4,DNW,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,99,21.09,DNW,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,99,25.422,DNW,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,100,6.384,SP50,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,110,12.5058,TERK,FUSION KEEL (FUSION KEEL)
gal,2023-04,2023,4,130,6.384,BYRD,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,130,6.384,DAF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,130,6.384,TOP,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,130,11.4,FI,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,130,17.6814,FI,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-04,2023,4,130,21.09,FI,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-04,2023,4,130,25.422,FI,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-04,2023,4,160,6.384,BRU-2A,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,180,6.384,GOLF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,190,6.384,C & H 3,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,200,6.384,BRS-250,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,200,7.353,GOLFP,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2023-04,2023,4,210,6.384,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,250,6.384,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,260,6.384,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,260,11.4,FI,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-04,2023,4,290,3.4656,DAF,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-04,2023,4,290,6.384,505 SOUTH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,292,6.384,KF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,292,7.353,KF,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2023-04,2023,4,300,3.4656,BRU-1A,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-04,2023,4,300,6.384,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,340,6.384,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,375,3.4656,DAF,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-04,2023,4,400,6.384,DNW,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-04,2023,4,440,7.353,TERK,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2023-04,2023,4,820,6.384,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,1,7.353,KF,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...
gal,2023-05,2023,5,1,18.5706,KF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-05,2023,5,1,30.609,KF,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2023-05,2023,5,1,113.1336,C & H 2,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2023-05,2023,5,1.25,23.085,C & H 2,Integrity Iron 5% (Integrity Iron 5%)
gal,2023-05,2023,5,2.5,30.609,C & H 2,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2023-05,2023,5,3,11.4,MATT,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,3,21.09,MATT,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,4,113.1336,GL-RANCH,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2023-05,2023,5,5,18.5706,C & H 2,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-05,2023,5,5,23.085,GL-RANCH,Integrity Iron 5% (Integrity Iron 5%)
gal,2023-05,2023,5,6,11.4,MAZZ-HOME,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,6,21.09,MAZZ-HOME,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,7.03125,189.696,505 NORTH,COBALT Blue Gold (COBALT Blue Gold)
gal,2023-05,2023,5,9,11.4,DAF 2,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,9,11.4,GJ,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,9,11.4,STACY,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,9,11.4,WFP - DAWLEY,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,9,21.09,GJ,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,9,21.09,STACY,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,9,21.09,WFP - DAWLEY,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,10,30.609,GL-RANCH,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2023-05,2023,5,12,11.4,RCH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,12,21.09,RCH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,12,113.1336,KF,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2023-05,2023,5,15,23.085,KF,Integrity Iron 5% (Integrity Iron 5%)
gal,2023-05,2023,5,16,6.441,JBW,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,17.5,46.74,REYES,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-05,2023,5,18,6.441,GJ,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,18,7.41,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2023-05,2023,5,18,11.4,REYES,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,18,21.09,REYES,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,19.5,7.41,C & H 2,TEP HUMIC (TEP HUMIC)
gal,2023-05,2023,5,20,18.5706,GL-RANCH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-05,2023,5,21,11.4,JK,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,21,21.09,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,24,7.41,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2023-05,2023,5,24,11.4,SP50,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,24,21.09,SP50,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,26,6.441,MAZZ-HOME,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,27,3.4656,C & H 2,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-05,2023,5,30,6.441,RCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,30,11.4,DAF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,30,21.09,DAF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,30,30.609,KF,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2023-05,2023,5,32,6.441,WFP - DAWLEY,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,33,11.4,BYRD,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,33,11.4,TOP,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,33,21.09,BYRD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,33,21.09,TOP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,36,6.441,GJ,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,36.5,9.6102,KF,BORON 10% (BORON 10%)
gal,2023-05,2023,5,37.5,9.6102,505 NORTH,BORON 10% (BORON 10%)
gal,2023-05,2023,5,39,11.4,BRU-2A,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,39,21.09,BRU-2A,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,40,6.441,BRU-2A,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,40,6.441,DAF 2,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,40,6.441,GOLF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,45,6.441,GOLF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,45,11.4,C & H 3,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,45,11.4,GOLF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,45,21.09,C & H 3,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,45,21.09,GOLF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,47.5,46.74,C & H 3,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25)
gal,2023-05,2023,5,48,11.4,BRS-250,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,48,21.09,BRS-250,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,50,6.441,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,51,11.4,MCA,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,51,21.09,MCA,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,60,6.441,RCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,60,7.41,GL-RANCH,TEP HUMIC (TEP HUMIC)
gal,2023-05,2023,5,60,11.4,505 SOUTH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,60,18.5706,KF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2023-05,2023,5,60,21.09,505 SOUTH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,65,6.441,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,66,11.4,BI-1,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,66,21.09,BI-1,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,70,6.441,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,70,6.441,REYES,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,75,3.4656,GOLFP,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-05,2023,5,80,6.441,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,80,6.441,BRS-250,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,80,6.441,BRU-2A,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,80,6.441,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,80,6.441,JK,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,90,3.4656,GL-RANCH,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2023-05,2023,5,98,6.441,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,99,11.4,DNW,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2023-05,2023,5,99,21.09,DNW,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2023-05,2023,5,100,6.441,SP50,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,130,6.441,BYRD,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,130,6.441,DAF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,130,6.441,TOP,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,140,6.441,505 SOUTH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,140,6.441,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,150,6.441,505 NORTH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,154,6.441,BALBOA,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,187.5,12.5058,505 NORTH,FUSION KEEL (FUSION KEEL)
gal,2023-05,2023,5,190,6.441,C & H 3,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,200,6.441,BRS-250,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,219,7.41,KF,TEP HUMIC (TEP HUMIC)
gal,2023-05,2023,5,260,6.441,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2023-05,2023,5,260,21.09,FI,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
